Latitude,Longitude,ZoneType,Hour,Noise_dB,TrafficIndex,PM2.5
28.5689,77.24926315789475,Residential,13,50.09,0.154,33.4
28.5689,77.24926315789475,Residential,14,49.9,0.058,44.7
28.5689,77.24926315789475,Residential,15,59.73,0.373,51.6
28.5689,77.24926315789475,Residential,16,58.17,0.266,43.7
28.5689,77.24926315789475,Residential,17,57.02,0.241,50.9
28.5689,77.24926315789475,Residential,18,58.94,0.339,34.1
28.5689,77.24926315789475,Residential,19,59.89,0.339,34.8
28.5689,77.24926315789475,Residential,20,64.75,0.471,26.8
28.5689,77.24926315789475,Residential,21,54.71,0.318,34.6
28.5689,77.24926315789475,Residential,22,51.33,0.133,40.1
28.5689,77.24926315789475,Residential,23,49.08,0.176,55.1
28.5689,77.254,Industrial,0,51.58,0.155,52.4
28.5689,77.254,Industrial,1,72.52,0.502,58.0
28.5689,77.254,Industrial,2,69.88,0.529,66.8
28.5689,77.254,Industrial,3,54.01,0.269,43.9
28.5689,77.254,Industrial,4,65.15,0.381,36.5
28.5689,77.254,Industrial,5,70.07,0.553,47.2
28.5689,77.254,Industrial,6,77.22,0.57,63.3
28.5689,77.254,Industrial,7,77.62,0.582,58.7
28.5689,77.254,Industrial,8,76.52,0.664,71.8
28.5689,77.254,Industrial,9,84.96,0.741,64.5
28.5689,77.254,Industrial,10,72.91,0.513,62.7
28.5689,77.254,Industrial,11,76.99,0.648,46.0
28.5689,77.254,Industrial,12,76.29,0.624,54.8
28.5689,77.254,Industrial,13,77.59,0.601,53.5
28.5689,77.254,Industrial,14,80.18,0.523,65.4
28.5689,77.254,Industrial,15,74.39,0.6,44.6
28.5689,77.254,Industrial,16,86.26,0.808,48.3
28.5689,77.254,Industrial,17,84.74,0.681,48.6
28.5689,77.254,Industrial,18,69.63,0.508,55.6
28.5689,77.254,Industrial,19,66.9,0.428,44.7
28.5689,77.254,Industrial,20,77.21,0.661,63.2
28.5689,77.254,Industrial,21,59.16,0.345,51.7
28.5689,77.254,Industrial,22,80.47,0.723,63.0
28.5689,77.254,Industrial,23,58.88,0.307,65.0
28.573636842105262,77.164,MainRoad,0,53.46,0.223,42.9
28.573636842105262,77.164,MainRoad,1,80.55,0.642,52.5
28.573636842105262,77.164,MainRoad,2,49.14,0.1,31.0
28.573636842105262,77.164,MainRoad,3,72.23,0.507,62.4
28.573636842105262,77.164,MainRoad,4,51.12,0.186,31.7
28.573636842105262,77.164,MainRoad,5,75.66,0.522,64.4
28.573636842105262,77.164,MainRoad,6,89.28,0.837,68.5
28.573636842105262,77.164,MainRoad,7,90.65,0.855,65.2
28.573636842105262,77.164,MainRoad,8,95.97,0.919,53.5
28.573636842105262,77.164,MainRoad,9,81.96,0.668,66.6
28.573636842105262,77.164,MainRoad,10,87.5,0.894,56.9
28.573636842105262,77.164,MainRoad,11,75.16,0.506,59.3
28.573636842105262,77.164,MainRoad,12,77.9,0.664,51.9
28.573636842105262,77.164,MainRoad,13,85.51,0.844,67.6
28.573636842105262,77.164,MainRoad,14,74.47,0.577,70.4
28.573636842105262,77.164,MainRoad,15,83.14,0.667,67.0
28.573636842105262,77.164,MainRoad,16,83.23,0.756,66.5
28.573636842105262,77.164,MainRoad,17,89.29,0.781,51.6
28.573636842105262,77.164,MainRoad,18,100.0,0.994,88.0
28.573636842105262,77.164,MainRoad,19,90.95,0.922,69.0
28.573636842105262,77.164,MainRoad,20,98.72,1.0,76.8
28.573636842105262,77.164,MainRoad,21,61.02,0.324,56.3
28.573636842105262,77.164,MainRoad,22,72.59,0.58,51.7
28.573636842105262,77.164,MainRoad,23,74.48,0.593,59.1
28.573636842105262,77.16873684210526,Market,0,63.71,0.381,43.1
28.573636842105262,77.16873684210526,Market,1,66.08,0.448,44.7
28.573636842105262,77.16873684210526,Market,2,63.82,0.508,55.0
28.573636842105262,77.16873684210526,Market,3,60.89,0.341,49.0
28.573636842105262,77.16873684210526,Market,4,57.44,0.36,44.3
28.573636842105262,77.16873684210526,Market,5,63.73,0.349,40.1
28.573636842105262,77.16873684210526,Market,6,84.9,0.744,72.8
28.573636842105262,77.16873684210526,Market,7,65.84,0.454,59.6
28.573636842105262,77.16873684210526,Market,8,80.55,0.65,57.8
28.573636842105262,77.16873684210526,Market,9,82.25,0.692,65.8
28.573636842105262,77.16873684210526,Market,10,69.7,0.393,61.7
28.573636842105262,77.16873684210526,Market,11,72.15,0.536,53.5
28.573636842105262,77.16873684210526,Market,12,73.23,0.573,62.2
28.573636842105262,77.16873684210526,Market,13,66.04,0.384,53.4
28.573636842105262,77.16873684210526,Market,14,73.62,0.577,66.2
28.573636842105262,77.16873684210526,Market,15,75.66,0.623,52.8
28.573636842105262,77.16873684210526,Market,16,75.44,0.641,46.9
28.573636842105262,77.16873684210526,Market,17,66.87,0.488,38.5
28.573636842105262,77.16873684210526,Market,18,82.72,0.742,74.1
28.573636842105262,77.16873684210526,Market,19,86.31,0.739,74.5
28.573636842105262,77.16873684210526,Market,20,68.99,0.458,65.4
28.573636842105262,77.16873684210526,Market,21,74.09,0.507,56.5
28.573636842105262,77.16873684210526,Market,22,56.56,0.358,44.7
28.573636842105262,77.16873684210526,Market,23,65.53,0.279,39.0
28.573636842105262,77.17347368421053,Residential,0,50.26,0.182,59.4
28.573636842105262,77.17347368421053,Residential,1,56.28,0.225,43.6
28.573636842105262,77.17347368421053,Residential,2,57.98,0.237,45.2
28.573636842105262,77.17347368421053,Residential,3,47.56,0.097,26.7
28.573636842105262,77.17347368421053,Residential,4,57.92,0.267,50.9
28.573636842105262,77.17347368421053,Residential,5,50.26,0.213,37.8
28.573636842105262,77.17347368421053,Residential,6,63.25,0.407,62.7
28.573636842105262,77.17347368421053,Residential,7,59.65,0.42,35.9
28.573636842105262,77.17347368421053,Residential,8,56.77,0.229,66.4
28.573636842105262,77.17347368421053,Residential,9,52.87,0.34,54.6
28.573636842105262,77.17347368421053,Residential,10,50.4,0.161,21.1
28.573636842105262,77.17347368421053,Residential,11,57.74,0.342,49.4
28.573636842105262,77.17347368421053,Residential,12,61.07,0.298,50.4
28.573636842105262,77.17347368421053,Residential,13,52.48,0.251,57.2
28.573636842105262,77.17347368421053,Residential,14,47.93,0.04,25.7
28.573636842105262,77.17347368421053,Residential,15,39.9,0.0,20.0
28.573636842105262,77.17347368421053,Residential,16,60.07,0.257,40.8
28.573636842105262,77.17347368421053,Residential,17,66.53,0.48,57.1
28.573636842105262,77.17347368421053,Residential,18,48.26,0.136,32.8
28.573636842105262,77.17347368421053,Residential,19,61.08,0.392,49.6
28.573636842105262,77.17347368421053,Residential,20,58.3,0.281,56.4
28.573636842105262,77.17347368421053,Residential,21,39.66,0.0,28.5
28.573636842105262,77.17347368421053,Residential,22,58.57,0.428,51.0
28.573636842105262,77.17347368421053,Residential,23,49.59,0.141,57.8
28.573636842105262,77.1782105263158,Industrial,0,55.56,0.259,47.2
28.573636842105262,77.1782105263158,Industrial,1,63.0,0.419,58.0
28.573636842105262,77.1782105263158,Industrial,2,60.2,0.319,46.1
28.573636842105262,77.1782105263158,Industrial,3,63.72,0.439,53.0
28.573636842105262,77.1782105263158,Industrial,4,62.51,0.356,51.1
28.573636842105262,77.1782105263158,Industrial,5,65.96,0.387,66.7
28.573636842105262,77.1782105263158,Industrial,6,82.54,0.743,54.9
28.573636842105262,77.1782105263158,Industrial,7,79.83,0.606,73.5
28.573636842105262,77.1782105263158,Industrial,8,70.54,0.569,74.0
28.573636842105262,77.1782105263158,Industrial,9,66.46,0.422,60.8
28.573636842105262,77.1782105263158,Industrial,10,84.08,0.71,68.7
28.573636842105262,77.1782105263158,Industrial,11,73.0,0.539,73.2
28.573636842105262,77.1782105263158,Industrial,12,84.38,0.793,80.1
28.573636842105262,77.1782105263158,Industrial,13,76.16,0.554,53.8
28.573636842105262,77.1782105263158,Industrial,14,81.56,0.716,72.8
28.573636842105262,77.1782105263158,Industrial,15,61.7,0.413,35.4
28.573636842105262,77.1782105263158,Industrial,16,89.99,0.877,74.8
28.573636842105262,77.1782105263158,Industrial,17,92.1,0.916,88.0
28.573636842105262,77.1782105263158,Industrial,18,71.59,0.584,58.7
28.573636842105262,77.1782105263158,Industrial,19,87.72,0.902,66.2
28.573636842105262,77.1782105263158,Industrial,20,77.63,0.553,51.5
28.573636842105262,77.1782105263158,Industrial,21,74.46,0.526,64.3
28.573636842105262,77.1782105263158,Industrial,22,58.43,0.285,32.6
28.573636842105262,77.1782105263158,Industrial,23,84.08,0.764,63.9
28.573636842105262,77.18294736842105,Market,0,64.59,0.467,56.9
28.573636842105262,77.18294736842105,Market,1,61.37,0.317,60.2
28.573636842105262,77.18294736842105,Market,2,55.16,0.245,34.2
28.573636842105262,77.18294736842105,Market,3,73.1,0.544,56.0
28.573636842105262,77.18294736842105,Market,4,72.42,0.511,58.2
28.573636842105262,77.18294736842105,Market,5,53.83,0.213,45.0
28.573636842105262,77.18294736842105,Market,6,67.4,0.47,45.3
28.573636842105262,77.18294736842105,Market,7,73.09,0.621,64.2
28.573636842105262,77.18294736842105,Market,8,76.19,0.652,62.6
28.573636842105262,77.18294736842105,Market,9,72.46,0.573,81.9
28.573636842105262,77.18294736842105,Market,10,73.69,0.536,52.8
28.573636842105262,77.18294736842105,Market,11,71.02,0.508,64.3
28.573636842105262,77.18294736842105,Market,12,77.67,0.633,49.3
28.573636842105262,77.18294736842105,Market,13,72.21,0.447,49.4
28.573636842105262,77.18294736842105,Market,14,66.68,0.48,42.0
28.573636842105262,77.18294736842105,Market,15,71.7,0.563,62.4
28.573636842105262,77.18294736842105,Market,16,83.66,0.739,72.2
28.573636842105262,77.18294736842105,Market,17,73.24,0.522,82.5
28.573636842105262,77.18294736842105,Market,18,83.54,0.76,66.5
28.573636842105262,77.18294736842105,Market,19,70.56,0.524,55.6
28.573636842105262,77.18294736842105,Market,20,80.04,0.649,41.0
28.573636842105262,77.18294736842105,Market,21,67.07,0.358,43.6
28.573636842105262,77.18294736842105,Market,22,55.48,0.221,50.6
28.573636842105262,77.18294736842105,Market,23,63.51,0.35,45.4
28.573636842105262,77.18768421052631,Market,0,58.81,0.266,68.8
28.573636842105262,77.18768421052631,Market,1,69.49,0.553,48.5
28.573636842105262,77.18768421052631,Market,2,68.68,0.549,51.5
28.573636842105262,77.18768421052631,Market,3,55.89,0.375,60.3
28.573636842105262,77.18768421052631,Market,4,56.67,0.173,46.9
28.573636842105262,77.18768421052631,Market,5,59.39,0.381,50.5
28.573636842105262,77.18768421052631,Market,6,69.16,0.552,49.3
28.573636842105262,77.18768421052631,Market,7,80.36,0.622,72.8
28.573636842105262,77.18768421052631,Market,8,76.75,0.639,61.2
28.573636842105262,77.18768421052631,Market,9,86.65,0.81,57.8
28.573636842105262,77.18768421052631,Market,10,74.81,0.586,62.7
28.573636842105262,77.18768421052631,Market,11,83.58,0.735,56.6
28.573636842105262,77.18768421052631,Market,12,75.4,0.599,65.4
28.573636842105262,77.18768421052631,Market,13,59.16,0.269,63.9
28.573636842105262,77.18768421052631,Market,14,73.03,0.557,49.6
28.573636842105262,77.18768421052631,Market,15,67.03,0.544,48.7
28.573636842105262,77.18768421052631,Market,16,65.1,0.48,45.7
28.573636842105262,77.18768421052631,Market,17,72.48,0.583,60.6
28.573636842105262,77.18768421052631,Market,18,73.51,0.576,46.0
28.573636842105262,77.18768421052631,Market,19,80.5,0.746,45.7
28.573636842105262,77.18768421052631,Market,20,76.57,0.622,74.5
28.573636842105262,77.18768421052631,Market,21,67.79,0.422,59.9
28.573636842105262,77.18768421052631,Market,22,71.14,0.522,55.7
28.573636842105262,77.18768421052631,Market,23,67.46,0.502,25.9
28.573636842105262,77.19242105263159,Industrial,0,69.16,0.501,47.2
28.573636842105262,77.19242105263159,Industrial,1,53.62,0.206,54.1
28.573636842105262,77.19242105263159,Industrial,2,77.63,0.566,55.6
28.573636842105262,77.19242105263159,Industrial,3,59.03,0.361,49.1
28.573636842105262,77.19242105263159,Industrial,4,71.18,0.519,62.7
28.573636842105262,77.19242105263159,Industrial,5,51.59,0.212,30.4
28.573636842105262,77.19242105263159,Industrial,6,77.86,0.612,63.5
28.573636842105262,77.19242105263159,Industrial,7,76.97,0.586,62.4
28.573636842105262,77.19242105263159,Industrial,8,74.65,0.562,65.9
28.573636842105262,77.19242105263159,Industrial,9,81.68,0.711,77.5
28.573636842105262,77.19242105263159,Industrial,10,70.39,0.559,58.5
28.573636842105262,77.19242105263159,Industrial,11,78.7,0.659,52.4
28.573636842105262,77.19242105263159,Industrial,12,73.72,0.524,56.2
28.573636842105262,77.19242105263159,Industrial,13,79.62,0.582,89.9
28.573636842105262,77.19242105263159,Industrial,14,83.63,0.763,70.3
28.573636842105262,77.19242105263159,Industrial,15,80.8,0.717,51.2
28.573636842105262,77.19242105263159,Industrial,16,80.05,0.672,52.9
28.573636842105262,77.19242105263159,Industrial,17,90.69,0.813,54.4
28.573636842105262,77.19242105263159,Industrial,18,83.11,0.698,58.5
28.573636842105262,77.19242105263159,Industrial,19,79.32,0.605,71.5
28.573636842105262,77.19242105263159,Industrial,20,76.53,0.605,72.3
28.573636842105262,77.19242105263159,Industrial,21,71.7,0.553,56.1
28.573636842105262,77.19242105263159,Industrial,22,73.13,0.495,62.1
28.573636842105262,77.19242105263159,Industrial,23,61.51,0.342,40.0
28.573636842105262,77.19715789473685,Residential,0,45.07,0.042,42.3
28.573636842105262,77.19715789473685,Residential,1,42.75,0.012,43.2
28.573636842105262,77.19715789473685,Residential,2,37.23,0.0,23.7
28.573636842105262,77.19715789473685,Residential,3,48.29,0.125,34.1
28.573636842105262,77.19715789473685,Residential,4,52.42,0.138,20.0
28.573636842105262,77.19715789473685,Residential,5,44.13,0.006,35.9
28.573636842105262,77.19715789473685,Residential,6,51.97,0.208,41.6
28.573636842105262,77.19715789473685,Residential,7,55.87,0.218,46.4
28.573636842105262,77.19715789473685,Residential,8,53.73,0.281,46.3
28.573636842105262,77.19715789473685,Residential,9,55.43,0.253,53.8
28.573636842105262,77.19715789473685,Residential,10,58.82,0.43,31.6
28.573636842105262,77.19715789473685,Residential,11,60.77,0.304,48.5
28.573636842105262,77.19715789473685,Residential,12,49.6,0.13,50.3
28.573636842105262,77.19715789473685,Residential,13,57.53,0.292,48.7
28.573636842105262,77.19715789473685,Residential,14,58.9,0.356,39.1
28.573636842105262,77.19715789473685,Residential,15,56.26,0.248,60.5
28.573636842105262,77.19715789473685,Residential,16,61.33,0.325,61.6
28.573636842105262,77.19715789473685,Residential,17,55.61,0.247,43.1
28.573636842105262,77.19715789473685,Residential,18,48.53,0.226,43.3
28.573636842105262,77.19715789473685,Residential,19,59.81,0.334,34.6
28.573636842105262,77.19715789473685,Residential,20,52.38,0.135,36.4
28.573636842105262,77.19715789473685,Residential,21,51.81,0.167,49.5
28.573636842105262,77.19715789473685,Residential,22,47.62,0.15,42.1
28.573636842105262,77.19715789473685,Residential,23,54.35,0.276,58.7
28.573636842105262,77.2018947368421,MainRoad,0,56.41,0.22,47.8
28.573636842105262,77.2018947368421,MainRoad,1,73.86,0.557,79.3
28.573636842105262,77.2018947368421,MainRoad,2,66.45,0.514,39.5
28.573636842105262,77.2018947368421,MainRoad,3,87.97,0.868,76.2
28.573636842105262,77.2018947368421,MainRoad,4,51.97,0.215,40.0
28.573636842105262,77.2018947368421,MainRoad,5,61.48,0.404,48.5
28.573636842105262,77.2018947368421,MainRoad,6,91.99,0.893,69.4
28.573636842105262,77.2018947368421,MainRoad,7,97.11,0.953,90.7
28.573636842105262,77.2018947368421,MainRoad,8,91.77,0.895,86.2
28.573636842105262,77.2018947368421,MainRoad,9,82.93,0.762,72.6
28.573636842105262,77.2018947368421,MainRoad,10,83.78,0.757,59.9
28.573636842105262,77.2018947368421,MainRoad,11,93.02,0.902,76.2
28.573636842105262,77.2018947368421,MainRoad,12,76.73,0.615,46.3
28.573636842105262,77.2018947368421,MainRoad,13,91.5,0.731,80.2
28.573636842105262,77.2018947368421,MainRoad,14,74.21,0.622,59.2
28.573636842105262,77.2018947368421,MainRoad,15,76.38,0.616,53.5
28.573636842105262,77.2018947368421,MainRoad,16,80.6,0.657,68.7
28.573636842105262,77.2018947368421,MainRoad,17,83.11,0.746,84.1
28.573636842105262,77.2018947368421,MainRoad,18,97.61,0.979,80.1
28.573636842105262,77.2018947368421,MainRoad,19,71.23,0.547,58.9
28.573636842105262,77.2018947368421,MainRoad,20,86.61,0.855,64.1
28.573636842105262,77.2018947368421,MainRoad,21,89.6,0.82,82.5
28.573636842105262,77.2018947368421,MainRoad,22,68.35,0.518,59.5
28.573636842105262,77.2018947368421,MainRoad,23,59.45,0.387,50.8
28.573636842105262,77.20663157894737,MainRoad,0,54.23,0.18,53.1
28.573636842105262,77.20663157894737,MainRoad,1,56.22,0.219,47.1
28.573636842105262,77.20663157894737,MainRoad,2,61.68,0.454,27.9
28.573636842105262,77.20663157894737,MainRoad,3,52.19,0.303,20.0
28.573636842105262,77.20663157894737,MainRoad,4,90.07,0.876,75.8
28.573636842105262,77.20663157894737,MainRoad,5,75.83,0.579,64.8
28.573636842105262,77.20663157894737,MainRoad,6,92.42,0.853,73.6
28.573636842105262,77.20663157894737,MainRoad,7,95.29,0.958,79.8
28.573636842105262,77.20663157894737,MainRoad,8,70.65,0.638,60.3
28.573636842105262,77.20663157894737,MainRoad,9,87.98,0.832,75.6
28.573636842105262,77.20663157894737,MainRoad,10,66.07,0.481,66.5
28.573636842105262,77.20663157894737,MainRoad,11,76.64,0.587,45.5
28.573636842105262,77.20663157894737,MainRoad,12,93.32,0.804,77.9
28.573636842105262,77.20663157894737,MainRoad,13,89.22,0.863,86.1
28.573636842105262,77.20663157894737,MainRoad,14,72.55,0.571,49.4
28.573636842105262,77.20663157894737,MainRoad,15,78.82,0.596,60.7
28.573636842105262,77.20663157894737,MainRoad,16,68.69,0.55,49.2
28.573636842105262,77.20663157894737,MainRoad,17,100.0,1.0,105.5
28.573636842105262,77.20663157894737,MainRoad,18,84.82,0.794,60.7
28.573636842105262,77.20663157894737,MainRoad,19,73.21,0.526,73.0
28.573636842105262,77.20663157894737,MainRoad,20,98.82,0.985,87.1
28.573636842105262,77.20663157894737,MainRoad,21,82.75,0.769,61.9
28.573636842105262,77.20663157894737,MainRoad,22,89.66,0.905,82.8
28.573636842105262,77.20663157894737,MainRoad,23,70.57,0.493,49.0
28.573636842105262,77.21136842105264,MainRoad,0,60.84,0.378,39.0
28.573636842105262,77.21136842105264,MainRoad,1,71.79,0.47,66.5
28.573636842105262,77.21136842105264,MainRoad,2,61.14,0.341,52.7
28.573636842105262,77.21136842105264,MainRoad,3,57.56,0.305,49.5
28.573636842105262,77.21136842105264,MainRoad,4,86.19,0.74,64.9
28.573636842105262,77.21136842105264,MainRoad,5,52.29,0.198,35.9
28.573636842105262,77.21136842105264,MainRoad,6,85.05,0.797,84.5
28.573636842105262,77.21136842105264,MainRoad,7,100.0,0.923,71.4
28.573636842105262,77.21136842105264,MainRoad,8,79.85,0.639,58.8
28.573636842105262,77.21136842105264,MainRoad,9,93.58,0.841,66.9
28.573636842105262,77.21136842105264,MainRoad,10,81.45,0.605,58.4
28.573636842105262,77.21136842105264,MainRoad,11,78.24,0.704,68.8
28.573636842105262,77.21136842105264,MainRoad,12,80.86,0.623,66.0
28.573636842105262,77.21136842105264,MainRoad,13,89.42,0.802,55.2
28.573636842105262,77.21136842105264,MainRoad,14,78.67,0.553,59.5
28.573636842105262,77.21136842105264,MainRoad,15,52.91,0.111,41.7
28.573636842105262,77.21136842105264,MainRoad,16,75.6,0.573,75.2
28.573636842105262,77.21136842105264,MainRoad,17,76.77,0.688,62.5
28.573636842105262,77.21136842105264,MainRoad,18,100.0,0.96,84.7
28.573636842105262,77.21136842105264,MainRoad,19,86.48,0.701,76.8
28.573636842105262,77.21136842105264,MainRoad,20,91.63,0.878,70.6
28.573636842105262,77.21136842105264,MainRoad,21,68.25,0.486,61.3
28.573636842105262,77.21136842105264,MainRoad,22,61.78,0.459,48.6
28.573636842105262,77.21136842105264,MainRoad,23,57.21,0.271,50.2
28.573636842105262,77.2161052631579,MainRoad,0,80.8,0.748,54.9
28.573636842105262,77.2161052631579,MainRoad,1,68.09,0.523,57.0
28.573636842105262,77.2161052631579,MainRoad,2,76.92,0.644,48.8
28.573636842105262,77.2161052631579,MainRoad,3,66.19,0.417,43.6
28.573636842105262,77.2161052631579,MainRoad,4,66.35,0.376,35.0
28.573636842105262,77.2161052631579,MainRoad,5,70.6,0.513,58.7
28.573636842105262,77.2161052631579,MainRoad,6,88.66,0.822,69.3
28.573636842105262,77.2161052631579,MainRoad,7,78.64,0.655,56.6
28.573636842105262,77.2161052631579,MainRoad,8,100.0,1.0,57.7
28.573636842105262,77.2161052631579,MainRoad,9,100.0,0.957,93.0
28.573636842105262,77.2161052631579,MainRoad,10,80.85,0.69,73.6
28.573636842105262,77.2161052631579,MainRoad,11,82.04,0.693,59.2
28.573636842105262,77.2161052631579,MainRoad,12,68.09,0.605,47.9
28.573636842105262,77.2161052631579,MainRoad,13,82.36,0.693,73.0
28.573636842105262,77.2161052631579,MainRoad,14,74.13,0.627,42.8
28.573636842105262,77.2161052631579,MainRoad,15,78.62,0.689,73.2
28.573636842105262,77.2161052631579,MainRoad,16,76.17,0.511,69.5
28.573636842105262,77.2161052631579,MainRoad,17,68.6,0.54,59.7
28.573636842105262,77.2161052631579,MainRoad,18,86.4,0.71,73.4
28.573636842105262,77.2161052631579,MainRoad,19,100.0,0.927,80.0
28.573636842105262,77.2161052631579,MainRoad,20,100.0,0.993,73.1
28.573636842105262,77.2161052631579,MainRoad,21,63.63,0.41,45.2
28.573636842105262,77.2161052631579,MainRoad,22,75.33,0.668,43.7
28.573636842105262,77.2161052631579,MainRoad,23,74.87,0.572,59.7
28.573636842105262,77.22084210526316,Industrial,0,51.95,0.214,35.6
28.573636842105262,77.22084210526316,Industrial,1,48.87,0.047,42.7
28.573636842105262,77.22084210526316,Industrial,2,56.52,0.186,32.3
28.573636842105262,77.22084210526316,Industrial,3,70.9,0.54,59.2
28.573636842105262,77.22084210526316,Industrial,4,55.25,0.238,50.7
28.573636842105262,77.22084210526316,Industrial,5,59.87,0.296,33.3
28.573636842105262,77.22084210526316,Industrial,6,75.73,0.629,43.2
28.573636842105262,77.22084210526316,Industrial,7,84.91,0.812,64.4
28.573636842105262,77.22084210526316,Industrial,8,79.59,0.766,63.3
